ID,Name,Department,Email,Gender,Mobile No.,Supervisor Rating,Supervisor ID,No.of projects,easy,Medium,Hard,Date Alotted,Hours Alotted,Delay(hours),Early(hours),Overtime(hours),Cummulative Score
891,Fonz,Accounting,fdoylandoq@shop-pro.jp,Male,7130072504,7,389,10,5,3,2,06/11/2016,80,1,17,41,21
892,Zahara,Legal,zhabbershonor@example.com,Female,8785470023,1,468,14,7,6,1,14/11/2016,25,5,1,77,89
893,Archaimbaud,Services,abreckinos@youtu.be,Male,1604408545,2,626,18,7,2,9,28/02/2017,42,1,22,35,84
894,Raychel,Marketing,rpesikot@census.gov,Female,367222566,5,140,17,5,9,3,04/06/2017,42,20,21,74,10
895,Lemmy,Marketing,llauretou@scribd.com,Male,2044273705,4,452,7,5,2,0,19/06/2017,74,4,40,94,21
896,Nataline,Product Management,ngockeov@guardian.co.uk,Female,275700453,4,898,15,1,5,9,20/08/2016,14,23,43,11,66
897,Issie,Business Development,ikilbourneow@archive.org,Female,531578151,2,983,18,8,3,7,04/02/2017,68,10,20,96,21
898,Gus,Support,gsacazeox@macromedia.com,Female,578599511,4,94,3,0,0,3,10/08/2016,63,22,33,82,78
899,Viole,Support,vfawkesoy@miitbeian.gov.cn,Female,3889550029,7,994,12,1,5,6,04/11/2016,95,24,33,8,0
900,Ilysa,Human Resources,ilarnoz@hao123.com,Female,4400947912,5,385,12,1,7,4,22/12/2016,32,22,6,33,87
901,Felice,Services,ffakep0@squarespace.com,Female,5270425882,2,96,9,4,4,1,30/01/2017,69,14,26,85,49
902,Carlos,Training,cdowningp1@mapquest.com,Male,8853529369,9,498,9,5,2,2,29/06/2017,87,21,22,25,49
903,Wren,Product Management,wbragancap2@163.com,Female,5924922731,4,716,17,1,9,7,21/02/2017,3,5,44,21,15
904,Karlyn,Research and Development,kreascep3@indiatimes.com,Female,818492260,4,622,11,0,2,9,08/05/2017,79,13,44,92,45
905,Birgitta,Legal,bviveashp4@stumbleupon.com,Female,9142743001,8,527,9,2,4,3,23/10/2016,5,8,32,25,12
906,Ericka,Product Management,eshirtcliffep5@redcross.org,Female,2800295694,8,734,6,2,1,3,19/03/2017,7,7,14,26,61
907,Hashim,Support,hdeglanvillep6@bbb.org,Male,4607629510,8,645,6,1,1,4,08/08/2016,85,17,19,6,60
908,Steven,Accounting,sbusbyp7@prweb.com,Male,9450030073,8,561,19,9,5,5,25/04/2017,83,23,37,24,34
909,Silvio,Business Development,sweakleyp8@techcrunch.com,Male,8864697551,0,369,7,5,2,0,08/10/2016,17,12,15,70,87
910,Anna,Legal,apackwoodp9@cornell.edu,Female,3594384276,4,629,16,5,7,4,25/03/2017,75,17,39,20,95
911,Flora,Business Development,fcrawleypa@lulu.com,Female,2100373579,1,774,9,3,6,0,20/06/2017,4,2,42,73,69
912,Moses,Support,mskeemorpb@blogspot.com,Male,1182822231,3,881,8,6,0,2,02/12/2016,2,4,40,18,66
913,Grantley,Human Resources,gubankspc@geocities.jp,Male,8250975634,9,826,17,2,6,9,05/08/2016,34,11,6,10,67
914,Grazia,Services,gmcelorypd@google.com.br,Female,859735311,3,720,13,7,6,0,24/04/2017,84,14,19,23,6
915,Kira,Business Development,kmetherellpe@bbb.org,Female,6315419941,6,798,8,0,6,2,11/11/2016,95,10,28,16,47
916,Merralee,Marketing,mconstantinepf@irs.gov,Female,3843287767,3,395,18,7,4,7,25/12/2016,37,1,42,23,62
917,Alvin,Training,aabramowitzpg@wix.com,Male,2467227316,6,642,11,7,1,3,28/08/2016,49,2,6,1,31
918,Clary,Services,cattleph@livejournal.com,Female,3008802338,3,921,2,0,2,0,07/04/2017,83,15,31,73,68
919,Fitz,Business Development,fbodycombpi@webeden.co.uk,Male,2240531037,0,912,22,9,6,7,03/02/2017,27,21,4,41,45
920,Hugibert,Engineering,hogarmenpj@edublogs.org,Male,5838988207,0,178,12,6,5,1,23/03/2017,59,20,20,2,53
921,Nester,Services,nfrearpk@goodreads.com,Male,648781518,6,557,7,1,1,5,07/09/2016,69,14,8,77,47
922,Agna,Legal,acowndenpl@abc.net.au,Female,1877476552,8,467,7,4,1,2,03/05/2017,55,14,38,81,36
923,Ulrick,Research and Development,uridwoodpm@census.gov,Male,3452803163,7,548,13,4,1,8,22/07/2017,79,20,33,27,68
924,Gordie,Research and Development,ghawkridgepn@addtoany.com,Male,540081078,2,9,11,4,2,5,09/06/2017,71,22,32,2,81
925,Rani,Accounting,rellinspo@hatena.ne.jp,Female,5380896413,1,271,19,8,2,9,24/02/2017,40,13,11,88,74
926,Lacie,Engineering,lmargaretpp@phpbb.com,Female,1990607365,9,847,17,9,7,1,05/09/2016,19,18,20,61,73
927,Nappie,Legal,ndimitrescupq@blinklist.com,Male,4365655582,2,692,19,9,8,2,30/08/2016,2,4,26,55,89
928,Haily,Support,hsaterweytepr@unc.edu,Female,3576096604,7,722,20,8,6,6,22/01/2017,69,6,29,66,69
929,Corny,Sales,cslimmeps@usatoday.com,Male,9874310693,7,640,11,5,6,0,08/04/2017,58,3,47,61,51
930,Robinet,Product Management,rowenpt@upenn.edu,Female,4825662781,4,612,9,1,7,1,01/04/2017,79,4,5,74,39
931,Terrill,Engineering,trenepu@blogger.com,Male,5549302128,2,152,21,5,8,8,03/02/2017,50,16,38,38,61
932,Holly-anne,Training,hmcnirlanpv@sogou.com,Female,5342020514,6,198,12,5,6,1,28/05/2017,53,8,5,29,1
933,Ettore,Marketing,ehattonpw@dailymail.co.uk,Male,9232385953,4,378,9,4,0,5,29/08/2016,7,23,15,16,79
934,Nickolai,Legal,nkalderonpx@walmart.com,Male,5700497506,4,732,6,2,1,3,08/12/2016,4,23,18,51,57
935,Ambrosio,Accounting,aretallickpy@cyberchimps.com,Male,4076592263,4,103,11,6,2,3,29/04/2017,86,21,31,86,95
936,Ame,Product Management,amenghipz@npr.org,Female,5322670734,8,312,20,8,6,6,03/05/2017,2,1,12,2,21
937,Tibold,Services,tbothramq0@facebook.com,Male,880746416,4,460,10,2,1,7,04/10/2016,69,24,25,33,64
938,Bradney,Sales,bcosgriveq1@discovery.com,Male,4593637341,1,102,18,5,6,7,29/08/2016,9,17,21,3,20
939,Jory,Business Development,jjodrellecq2@php.net,Male,3189310017,8,706,13,3,7,3,20/02/2017,57,14,20,12,85
940,Claudio,Marketing,cfullunq3@freewebs.com,Male,5761218550,4,883,10,1,0,9,18/12/2016,68,21,10,38,56
941,Vernor,Human Resources,vwalesbyq4@devhub.com,Male,8274965000,9,972,15,5,1,9,10/09/2016,95,2,38,88,22
942,Melinda,Product Management,mskellionq5@gnu.org,Female,1718627246,5,986,21,8,4,9,26/07/2017,27,4,32,4,26
943,Marjory,Marketing,mdochartyq6@moonfruit.com,Female,9604081748,6,585,13,7,1,5,24/08/2016,5,9,4,13,90
944,Chane,Engineering,cstaversq7@cargocollective.com,Male,3413024043,1,816,7,0,2,5,26/12/2016,34,3,4,47,10
945,Dell,Training,dmccroryq8@latimes.com,Male,3031046609,3,988,13,8,3,2,15/12/2016,37,17,17,51,86
946,Allina,Services,astirrupq9@unicef.org,Female,3782683218,5,698,14,3,3,8,03/12/2016,6,24,23,87,82
947,Aili,Business Development,astickinsqa@fotki.com,Female,2402171235,5,946,18,9,7,2,25/11/2016,5,8,5,10,76
948,Bordy,Sales,bblachfordqb@mit.edu,Male,5825794395,8,184,13,2,5,6,19/12/2016,29,11,46,70,6
949,Dick,Services,drasperqc@bravesites.com,Male,5077719659,3,525,22,6,7,9,16/04/2017,18,23,6,54,82
950,Eldin,Business Development,ecatterollqd@youku.com,Male,1069081663,8,69,7,0,1,6,05/01/2017,50,7,1,52,9
951,Dee,Human Resources,ddronsfieldqe@google.co.jp,Female,9913880114,8,208,16,4,6,6,14/06/2017,85,23,15,36,23
952,Staford,Sales,ssarahqf@patch.com,Male,1374766364,9,264,6,3,1,2,09/02/2017,60,17,21,14,18
953,Gaultiero,Product Management,gstroyanqg@wordpress.com,Male,5361268305,7,787,9,4,0,5,05/06/2017,35,3,39,35,45
954,Bonny,Services,blevayqh@tripadvisor.com,Female,3440492753,6,989,18,2,8,8,25/03/2017,17,21,29,33,7
955,Petra,Accounting,pmarreqi@blog.com,Female,9898616911,1,543,11,5,4,2,03/10/2016,34,18,30,50,47
956,Madlen,Sales,mberefordqj@goo.ne.jp,Female,3623007285,6,115,17,8,6,3,14/09/2016,69,10,19,50,72
957,Goddart,Human Resources,gcorbynqk@trellian.com,Male,5176174472,8,886,13,5,3,5,03/02/2017,73,22,6,94,73
958,Ruggiero,Legal,roakmanql@loc.gov,Male,6176613728,7,76,7,2,5,0,17/01/2017,11,17,9,4,45
959,Blondell,Accounting,bwinterbourneqm@1688.com,Female,5018138297,2,702,13,0,6,7,03/07/2017,40,8,12,78,58
960,Marwin,Services,mbernadzkiqn@etsy.com,Male,2801790087,2,220,4,3,1,0,20/11/2016,21,8,19,99,82
961,Dorthy,Sales,dgorsqo@tuttocitta.it,Female,4436845508,7,349,9,2,2,5,15/08/2016,8,11,10,23,26
962,Teirtza,Legal,tmcliseqp@nationalgeographic.com,Female,8362319852,3,130,12,3,9,0,03/08/2016,96,9,7,76,9
963,Isaak,Accounting,imcmarquisqq@ed.gov,Male,5590010845,0,389,18,9,9,0,21/02/2017,56,20,2,59,12
964,Myron,Engineering,mpohlsqr@amazonaws.com,Male,9798414438,7,745,19,8,6,5,19/07/2017,9,11,47,20,11
965,Frederic,Legal,fludvigsenqs@youku.com,Male,8592836182,6,366,15,6,0,9,14/09/2016,86,1,40,9,74
966,Hammad,Marketing,hhenzleyqt@ning.com,Male,4601007844,4,501,13,6,2,5,02/02/2017,32,14,37,64,37
967,Loydie,Human Resources,lreolfoqu@so-net.ne.jp,Male,1862578664,4,646,20,9,6,5,22/02/2017,62,20,42,70,5
968,Valera,Training,vmctiernanqv@census.gov,Female,4174735255,2,541,17,9,5,3,17/07/2017,98,6,47,68,10
969,Gilbert,Research and Development,gjorgqw@globo.com,Male,5989881770,4,890,12,2,8,2,15/06/2017,69,5,26,11,86
970,Lev,Product Management,lbetzqx@si.edu,Male,916101428,3,480,13,4,2,7,25/05/2017,79,12,38,17,59
971,Corey,Business Development,cjudeqy@census.gov,Male,5345508232,8,811,6,0,1,5,28/04/2017,46,10,17,65,77
972,Ddene,Human Resources,dcluleeqz@telegraph.co.uk,Female,8786967495,3,863,4,3,0,1,31/10/2016,65,10,44,29,94
973,Cami,Engineering,cspiersr0@cnet.com,Female,3659146080,0,222,9,1,3,5,20/08/2016,28,8,0,74,86
974,Stephannie,Accounting,santragr1@omniture.com,Female,6182858222,2,645,5,4,0,1,06/01/2017,13,4,1,64,81
975,Nicol,Accounting,nrebanksr2@umn.edu,Female,4436007138,7,537,13,2,7,4,02/07/2017,74,15,44,12,4
976,Oralla,Human Resources,odreyer3@parallels.com,Female,7420263027,3,695,19,6,8,5,20/11/2016,29,5,17,25,24
977,Tarah,Training,tleonidar4@ebay.co.uk,Female,4903477428,5,723,15,1,8,6,26/01/2017,36,9,39,78,20
978,Kellen,Accounting,kjedrysr5@ning.com,Male,7606295050,9,589,16,7,4,5,13/06/2017,97,9,17,11,1
979,Jimmie,Marketing,jbanfordr6@forbes.com,Male,7828066597,4,863,17,8,5,4,09/08/2016,86,22,43,100,70
980,Perri,Support,pcadler7@dmoz.org,Female,995642206,8,875,10,0,9,1,15/10/2016,83,17,15,59,88
981,Barnabe,Support,bkensettr8@furl.net,Male,59241497,9,877,10,6,3,1,23/02/2017,61,10,8,23,62
982,Janaya,Training,jcrackelr9@barnesandnoble.com,Female,3255486858,0,314,10,6,1,3,28/11/2016,15,5,20,49,69
983,Mord,Support,mgillumra@yellowpages.com,Male,8176808326,4,832,23,8,6,9,10/06/2017,42,6,2,67,80
984,Dorree,Training,dfickenrb@fema.gov,Female,2097865011,5,34,18,4,7,7,25/10/2016,31,22,17,24,44
985,Faulkner,Legal,fcrolerc@washingtonpost.com,Male,8900459368,1,964,18,4,9,5,11/01/2017,49,13,20,24,27
986,Franni,Legal,fearryrd@feedburner.com,Female,1046299654,8,55,19,9,1,9,27/08/2016,50,5,20,6,60
987,Ebonee,Product Management,esargoodre@uiuc.edu,Female,1722734515,3,60,10,0,7,3,17/08/2016,8,17,48,50,9
988,Bran,Legal,bgurkorf@berkeley.edu,Male,4126614761,7,356,17,6,5,6,18/07/2017,37,7,25,87,29
989,Bone,Accounting,borrrg@foxnews.com,Male,7661906163,5,483,5,0,5,,22/01/2017,15,18,0,57,99
990,Llewellyn,Legal,lstaintonskinnrh@economist.com,Male,3503681051,8,,11,6,5,,10/12/2016,76,3,31,18,29
991,Noam,Research and Development,nmoorfieldri@nydailynews.com,Male,8892669435,8,,14,7,7,,30/09/2016,64,8,15,65,8
992,Cordie,Services,cbeszantrj@shutterfly.com,Female,7599771883,8,,12,8,4,,28/04/2017,31,24,19,9,59
993,Carlynn,Research and Development,cdonhardtrk@boston.com,Female,3412031682,8,,11,8,3,,03/11/2016,29,20,39,51,99
994,Darrell,Engineering,dfitzsymonrl@google.fr,Male,4928885465,5,,10,9,1,,03/12/2016,25,13,15,16,42
995,Maryjo,Human Resources,mjacobovitchrm@angelfire.com,Female,9693844114,8,,7,1,6,,11/11/2016,54,17,33,43,57
996,Chloette,Support,criccirn@fda.gov,Female,3346006913,4,,10,4,6,,25/07/2017,48,14,18,73,42
997,Worden,Research and Development,wsouthertonro@sun.com,Male,7589953210,6,,11,5,6,,16/08/2016,2,17,8,63,93
998,Blancha,Services,bfehnerrp@nasa.gov,Female,5846767184,3,,8,8,0,,07/04/2017,94,24,43,40,71
999,Douglass,Training,dflanneryrq@yolasite.com,Male,2054037524,1,,9,6,3,,25/12/2016,2,8,6,28,82
1000,Yanaton,Research and Development,ycomfordrr@europa.eu,Male,928566951,5,,5,5,,,04/10/2016,93,22,42,78,87
,,,,,,,,8,8,,,,,,,,
,,,,,,,,0,,,,,,,,,
,,,,,,,,0,,,,,,,,,
,,,,,,,,0,,,,,,,,,
,,,,,,,,0,,,,,,,,,
,,,,,,,,0,,,,,,,,,
,,,,,,,,0,,,,,,,,,
,,,,,,,,0,,,,,,,,,
,,,,,,,,0,,,,,,,,,
,,,,,,,,0,,,,,,,,,
